sample_id,layer,position,position_index,prompt_token_count,gold_answer,baseline_answer,swap_answer,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same_wrong_answer,stable_wrong_different_wrong_answer,l2_distance,cosine_distance,relative_norm_difference,clean_hidden_norm,swap_hidden_norm,dot_product,delta_l2_from_previous_layer,delta_cosine_from_previous_layer
mgsm_0001,24,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,38.97188186645508,0.028425658636069273,0.03203146360040952,159.50350952148438,164.61264038085938,25509.94140625,5.5715484619140625,-0.0014560928172278054
mgsm_0001,25,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,41.748748779296875,0.022179776925443373,0.008378362655256006,197.2410888671875,198.89364624023438,38359.88671875,2.776866912841797,-0.0062458817106259
mgsm_0001,26,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,47.519412994384766,0.017543411847738666,0.015163917441559352,254.78814697265625,250.924560546875,62811.0078125,5.770664215087891,-0.004636365077704707
mgsm_0001,27,final_prompt_token,79,80,3,3,6,True,S_broken,False,True,False,False,False,False,57.26063919067383,0.026045988939814357,0.02959525813897596,245.25730895996094,252.51576232910156,60318.2734375,9.741226196289062,0.008502577092075692
mgsm_0002,0,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,0.0,0.0,15.798673629760742,15.798673629760742,249.5980987548828,,
mgsm_0002,1,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,1.2910062019422242e-07,0.0,21.4992618560791,21.4992618560791,462.21820068359375,0.0,1.2910062019422242e-07
mgsm_0002,2,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,2.505304517175233e-07,0.0,23.882984161376953,23.882984161376953,570.3967895507812,0.0,1.214298315233009e-07
mgsm_0002,3,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,6.756338943869622e-08,0.0,26.256240844726562,26.256240844726562,689.39013671875,0.0,-1.8296706227882709e-07
mgsm_0002,4,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,1.8239377896911435e-08,0.0,29.78058624267578,29.78058624267578,886.88330078125,0.0,-4.9324011541784785e-08
mgsm_0002,5,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,0.0,0.0,31.8569393157959,31.8569393157959,1014.8646240234375,0.0,-1.8239377896911435e-08
mgsm_0002,6,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,0.0,0.0,34.42024230957031,34.42024230957031,1184.753173828125,0.0,0.0
mgsm_0002,7,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,0.0,5.204745499032271e-07,0.0,32.97180938720703,32.97180938720703,1087.1396484375,0.0,5.204745499032271e-07
mgsm_0002,8,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,1.5506775379180908,0.0010888433824053356,0.001203095983830794,33.23880386352539,33.198814392089844,1102.287353515625,1.5506775379180908,0.0010883229078554324
mgsm_0002,9,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,3.055438756942749,0.003907276097119272,0.026026109466034817,32.76674270629883,33.61953353881836,1097.29833984375,1.5047612190246582,0.0028184327147139365
mgsm_0002,10,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,4.7878947257995605,0.006171006051369554,0.03533587210077517,40.42637252807617,41.85487365722656,1681.59912109375,1.7324559688568115,0.002263729954250282
mgsm_0002,11,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,6.715281963348389,0.012038174712393102,0.024049692615554317,42.2740478515625,43.29072570800781,1808.04345703125,1.9273872375488281,0.005867168661023547
mgsm_0002,12,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,7.761242389678955,0.015509531460192405,0.017120974832109986,43.493316650390625,44.23796463012695,1894.214599609375,1.0459604263305664,0.0034713567477993035
mgsm_0002,13,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,8.607815742492676,0.020029242321453977,0.008537314162052322,42.7867546081543,43.15203857421875,1809.35498046875,0.8465733528137207,0.004519710861261572
mgsm_0002,14,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,9.930930137634277,0.02242402109795172,0.029843940662663982,45.770450592041016,47.13642120361328,2109.076416015625,1.3231143951416016,0.0023947787764977413
mgsm_0002,15,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,10.69670581817627,0.028090044970421557,0.009882302170530627,44.869380950927734,45.31279373168945,1976.0455322265625,0.7657756805419922,0.005666023872469839
mgsm_0002,16,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,13.236379623413086,0.03226976240000978,0.0027439485175680487,52.17085647583008,52.02770233154297,2626.739013671875,2.5396738052368164,0.0041797174295882256
mgsm_0002,17,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,15.20567512512207,0.03839619573180231,0.005064916699154088,55.001834869384766,54.7232551574707,2894.3115234375,1.9692955017089844,0.006126433331792525
mgsm_0002,18,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,18.045711517333984,0.0424942793158305,0.015809251768523082,62.30267333984375,61.31771469116211,3657.91845703125,2.840036392211914,0.004098083584028189
mgsm_0002,19,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,21.865161895751953,0.046597350932926385,0.06685048579242588,67.83560943603516,72.37045288085938,4680.53369140625,3.8194503784179688,0.004103071617095888
mgsm_0002,20,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,24.8370304107666,0.04723312119947409,0.07968506831763575,75.456787109375,81.46956634521484,5857.0693359375,2.9718685150146484,0.0006357702665477083
mgsm_0002,21,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,29.9521427154541,0.04511668216004894,0.05826983368834822,95.24881744384766,100.7989501953125,9167.81640625,5.1151123046875,-0.0021164390394251553
mgsm_0002,22,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,33.56700897216797,0.04238713806053229,0.04611430693917327,111.39000701904297,116.52667999267578,12429.7265625,3.614866256713867,-0.0027295440995166453
mgsm_0002,23,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,37.91532516479492,0.037805792888434,0.03781964818408104,134.1333465576172,139.2062225341797,17966.279296875,4.348316192626953,-0.0045813451720982945
mgsm_0002,24,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,43.40618896484375,0.03696980927598814,0.03504279235035029,155.66033935546875,161.1151123046875,24152.05859375,5.490863800048828,-0.0008359836124458564
mgsm_0002,25,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,48.95864486694336,0.030480189506776556,0.031458531409579285,193.72679138183594,199.82115173339844,37530.80078125,5.552455902099609,-0.006489619769211585
mgsm_0002,26,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,53.70771026611328,0.021808763606392056,6.206675653489961e-05,257.1536560058594,257.16961669921875,64689.84765625,4.749065399169922,-0.0086714259003845
mgsm_0002,27,final_prompt_token,104,105,70000,110000,4,True,stable_wrong,False,False,False,True,False,True,62.16145324707031,0.03148562092761753,0.019530881559595988,244.6046142578125,249.3819580078125,59079.35546875,8.453742980957031,0.009676857321225474
mgsm_0003,0,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,1.0428299135334385e-07,0.0,15.91734504699707,15.91734504699707,253.36184692382812,,
mgsm_0003,1,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,1.0970054931114248e-07,0.0,21.621509552001953,21.621509552001953,467.4896240234375,0.0,5.4175579577986355e-09
mgsm_0003,2,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,3.931369274567942e-08,0.0,24.205793380737305,24.205793380737305,585.92041015625,0.0,-7.038685656546306e-08
mgsm_0003,3,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,1.6977476791080193e-07,0.0,26.72570037841797,26.72570037841797,714.262939453125,0.0,1.304610751651225e-07
mgsm_0003,4,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,1.730599914484543e-07,0.0,30.515159606933594,30.515159606933594,931.1748046875,0.0,3.285223537652371e-09
mgsm_0003,5,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,1.704854450945703e-07,0.0,31.505475997924805,31.505475997924805,992.5948486328125,0.0,-2.5745463538839886e-09
mgsm_0003,6,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,2.0810588985398226e-07,0.0,34.450138092041016,34.450138092041016,1186.811767578125,0.0,3.762044475941195e-08
mgsm_0003,7,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,0.0,0.0,0.0,33.0048942565918,33.0048942565918,1089.3232421875,0.0,-2.0810588985398226e-07
mgsm_0003,8,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,1.41124427318573,0.0008726792176332321,0.0003948442397622489,33.785465240478516,33.772125244140625,1140.01123046875,1.41124427318573,0.0008726792176332321
mgsm_0003,9,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,2.7377278804779053,0.0030810313343474505,0.02145388941999158,33.31129455566406,34.02595138549805,1129.956298828125,1.3264836072921753,0.0022083521167142184
mgsm_0003,10,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,4.279394626617432,0.0049081326406199555,0.027087476116708985,41.14849090576172,42.263099670410156,1730.5272216796875,1.5416667461395264,0.001827101306272505
mgsm_0003,11,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,5.811709880828857,0.009352343733793345,0.021999109923689236,41.51234817504883,42.42558288574219,1744.71435546875,1.5323152542114258,0.004444211093173389
mgsm_0003,12,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,6.892767906188965,0.01261833535144552,0.010151931891672116,43.083221435546875,43.520599365234375,1851.34814453125,1.0810580253601074,0.0032659916176521753
mgsm_0003,13,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,7.915936470031738,0.01664300351576864,0.001326126809677444,43.35854721069336,43.416046142578125,1851.126953125,1.0231685638427734,0.00402466816432312
mgsm_0003,14,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,9.043402671813965,0.01934318262589685,0.016170519065891682,45.460201263427734,46.195316314697266,2059.4267578125,1.1274662017822266,0.002700179110128209
mgsm_0003,15,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,9.725922584533691,0.02337892428660948,0.007583648126086903,44.78151321411133,45.12112045288086,1973.352783203125,0.6825199127197266,0.004035741660712633
mgsm_0003,16,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,12.311115264892578,0.028893844030880134,0.0021255819624181,51.15678787231445,51.265525817871094,2546.80322265625,2.5851926803588867,0.005514919744270652
mgsm_0003,17,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,14.208207130432129,0.03334568984954045,0.01827404287112525,55.38666915893555,54.37453079223633,2911.199462890625,1.8970918655395508,0.004451845818660316
mgsm_0003,18,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,17.123310089111328,0.038402303135335436,0.024168429224759144,62.30466842651367,60.79886245727539,3642.5830078125,2.915102958679199,0.005056613285794986
mgsm_0003,19,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,20.627809524536133,0.04398266136960671,0.0548286385398414,66.64733123779297,70.301513671875,4479.33154296875,3.5044994354248047,0.0055803582342712765
mgsm_0003,20,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,23.870161056518555,0.0450057903540374,0.07370619598725404,74.71157836914062,80.2182846069336,5723.50439453125,3.242351531982422,0.001023128984430688
mgsm_0003,21,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,27.55436897277832,0.03955881035646003,0.05168456069681315,94.02635192871094,98.88606262207031,8930.08203125,3.6842079162597656,-0.0054469799975773725
mgsm_0003,22,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,31.39157485961914,0.037472183020787475,0.026578431045892654,112.65847778320312,115.65276336669922,12541.029296875,3.8372058868408203,-0.002086627335672553
mgsm_0003,23,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,36.43294143676758,0.034853910450473036,0.02414468970984934,135.8021240234375,139.08102416992188,18229.1953125,5.0413665771484375,-0.0026182725703144394
mgsm_0003,24,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,41.931846618652344,0.033341689402584196,0.029094648267784285,159.0913848876953,163.7200927734375,25178.0234375,5.498905181884766,-0.0015122210478888398
mgsm_0003,25,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,46.9151611328125,0.028117154489882612,0.027173225140960162,193.9685821533203,199.2393341064453,37559.55078125,4.983314514160156,-0.005224534912701584
mgsm_0003,26,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,51.88796615600586,0.019792550256003683,0.009825503405781236,261.76373291015625,259.1917724609375,66504.140625,4.972805023193359,-0.00832460423387893
mgsm_0003,27,final_prompt_token,82,83,540,540,180,True,S_broken,False,True,False,False,False,False,60.24319076538086,0.028831151054527604,0.011937151478804949,249.08950805664062,252.06292724609375,60976.03125,8.355224609375,0.009038600798523921
mgsm_0004,0,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,7.749819697089322e-08,0.0,15.961469650268555,15.961469650268555,254.76849365234375,,
mgsm_0004,1,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,6.279141340215233e-08,0.0,21.441469192504883,21.441469192504883,459.736572265625,0.0,-1.4706783568740889e-08
mgsm_0004,2,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,0.0,0.0,24.460859298706055,24.460859298706055,598.3336791992188,0.0,-6.279141340215233e-08
mgsm_0004,3,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,1.4050003549481715e-07,0.0,26.844379425048828,26.844379425048828,720.62060546875,0.0,1.4050003549481715e-07
mgsm_0004,4,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,1.81122751796714e-07,0.0,30.31259536743164,30.31259536743164,918.853271484375,0.0,4.0622716301896844e-08
mgsm_0004,5,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,0.0,0.0,32.774478912353516,32.774478912353516,1074.1666259765625,0.0,-1.81122751796714e-07
mgsm_0004,6,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,1.75988635553459e-07,0.0,35.05199432373047,35.05199432373047,1228.64208984375,0.0,1.75988635553459e-07
mgsm_0004,7,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,0.0,1.3869167081459466e-07,0.0,32.68689727783203,32.68689727783203,1068.43310546875,0.0,-3.7296964738864347e-08
mgsm_0004,8,final_prompt_token,144,145,20,0,3,True,stable_wrong,False,False,False,True,False,True,1.5586960315704346,0.0011298127362977528,0.00224046389468005,32.79279327392578,32.719322204589844,1071.7457275390625,1.5586960315704346,0.0011296740446269382
